Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Concentric Avg Velocity (m/s),Concentric Range of Motion (mm),Concentric Peak Velocity (m/s),Concentric Peak Velocity Location (%),Concentric Duration of rep (sec),Concentric Force,Concentric Force Loc,Concentric Power,Concentric Power Loc,Concentric Work,Concentric Work Loc,Eccentric Avg Velocity (m/s),Eccentric Range of Motion (mm),Eccentric Peak Velocity (m/s),Eccentric Peak Velocity Location (%),Eccentric Duration of rep (sec),Eccentric Force,Eccentric Force Loc,Eccentric Power,Eccentric Power Loc,Eccentric Work,Eccentric Work Loc,
"tempo bench",1,1,"142.5","kgs","6","topset,secondary","06/05/2024, 13:03:12","00:04:30.0",0.18,202,0.27,136,1.118,,,,,,,,,,,,,,,,,,
"bench",1,1,"120","kgs","","secondary,backdown","06/05/2024, 13:03:12","00:02:24.3",0.20,222,0.29,114,1.106,,,,,,,,,,,,,,,,,,
"bench",1,2,"120","kgs","","secondary,backdown","06/05/2024, 13:03:12","00:02:24.3",0.23,265,0.30,224,1.168,,,,,,,,,,,,,,,,,,
"bench",1,3,"120","kgs","","secondary,backdown","06/05/2024, 13:03:12","00:02:24.3",0.20,254,0.27,114,1.241,,,,,,,,,,,,,,,,,,
"bench",1,4,"120","kgs","","secondary,backdown","06/05/2024, 13:03:12","00:02:24.3",0.19,230,0.29,159,1.207,,,,,,,,,,,,,,,,,,
"bench",1,5,"120","kgs","","secondary,backdown","06/05/2024, 13:03:12","00:02:24.3",0.23,239,0.34,120,1.061,,,,,,,,,,,,,,,,,,
"bench",1,6,"120","kgs","","secondary,backdown","06/05/2024, 13:03:12","00:02:24.3",0.14,287,0.29,119,2.059,,,,,,,,,,,,,,,,,,
"bench",1,1,"120","kgs","","topset,tertiary","07/05/2024, 16:24:57","00:00:00",0.23,233,0.34,137,1.007,,,,,,,,,,,,,,,,,,
"bench",1,2,"120","kgs","","topset,tertiary","07/05/2024, 16:24:57","00:00:00",0.26,254,0.39,147,0.97,,,,,,,,,,,,,,,,,,
"bench",1,3,"120","kgs","","topset,tertiary","07/05/2024, 16:24:57","00:00:00",0.21,244,0.27,92,1.174,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","07/05/2024, 16:24:57","00:29:51.6",0.29,390,0.72,227,1.355,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","07/05/2024, 16:24:57","00:29:51.6",0.35,383,0.83,230,1.094,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"190","kgs","","secondary,backdown","07/05/2024, 16:24:57","00:30:33.4",0.27,389,0.67,232,1.44,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"190","kgs","","secondary,backdown","07/05/2024, 16:24:57","00:30:33.4",0.30,383,0.72,227,1.263,,,,,,,,,,,,,,,,,,
"deadlift",1,3,"190","kgs","","secondary,backdown","07/05/2024, 16:24:57","00:30:33.4",0.25,382,0.69,232,1.51,,,,,,,,,,,,,,,,,,
"deadlift",1,4,"190","kgs","","secondary,backdown","07/05/2024, 16:24:57","00:30:33.4",0.28,371,0.69,213,1.318,,,,,,,,,,,,,,,,,,
"deadlift",1,5,"190","kgs","","secondary,backdown","07/05/2024, 16:24:57","00:30:33.4",0.30,367,0.67,225,1.204,,,,,,,,,,,,,,,,,,
"deadlift",1,6,"190","kgs","","secondary,backdown","07/05/2024, 16:24:57","00:30:33.4",0.27,364,0.65,218,1.327,,,,,,,,,,,,,,,,,,
"deadlift",1,7,"190","kgs","","secondary,backdown","07/05/2024, 16:24:57","00:30:33.4",0.27,366,0.69,216,1.333,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","11/05/2024, 12:03:13","00:00:00",0.94,1181,1.73,419,1.261,,,,,,,,,,,,,,,,,,
"squat",1,1,"120","kgs","","primary,warmup","11/05/2024, 12:03:13","00:00:31.8",0.66,600,1.11,441,0.909,,,,,,,,,,,,,,,,,,
"squat",1,2,"120","kgs","","primary,warmup","11/05/2024, 12:03:13","00:00:31.8",0.69,630,1.05,467,0.907,,,,,,,,,,,,,,,,,,
"squat",1,3,"120","kgs","","primary,warmup","11/05/2024, 12:03:13","00:00:31.8",0.68,658,0.95,534,0.964,,,,,,,,,,,,,,,,,,
"squat",2,1,"170","kgs","","primary,warmup","11/05/2024, 12:03:13","00:06:49.2",0.52,620,0.81,500,1.195,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","11/05/2024, 12:03:13","00:02:25.2",0.75,1192,1.55,516,1.594,,,,,,,,,,,,,,,,,,
"squat",1,1,"200","kgs","","primary,topset","11/05/2024, 12:03:13","00:01:11.7",0.43,646,0.77,548,1.49,,,,,,,,,,,,,,,,,,
"squat",1,2,"200","kgs","","primary,topset","11/05/2024, 12:03:13","00:01:11.7",0.41,640,0.67,537,1.553,,,,,,,,,,,,,,,,,,
"squat",2,1,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:06:26.6",0.54,612,0.83,507,1.132,,,,,,,,,,,,,,,,,,
"squat",2,2,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:06:26.6",0.53,631,0.81,516,1.187,,,,,,,,,,,,,,,,,,
"squat",2,3,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:06:26.6",0.55,666,0.80,560,1.204,,,,,,,,,,,,,,,,,,
"squat",2,4,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:06:26.6",0.49,625,0.71,516,1.261,,,,,,,,,,,,,,,,,,
"squat",3,1,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:02:27.2",0.49,629,0.74,508,1.281,,,,,,,,,,,,,,,,,,
"squat",3,2,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:02:27.2",0.50,638,0.74,533,1.269,,,,,,,,,,,,,,,,,,
"squat",3,3,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:02:27.2",0.51,669,0.77,535,1.317,,,,,,,,,,,,,,,,,,
"squat",3,4,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:02:27.2",0.52,687,0.79,583,1.322,,,,,,,,,,,,,,,,,,
"squat",4,1,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:02:53.5",0.48,600,0.73,511,1.236,,,,,,,,,,,,,,,,,,
"squat",4,2,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:02:53.5",0.51,634,0.73,541,1.252,,,,,,,,,,,,,,,,,,
"squat",4,3,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:02:53.5",0.46,619,0.69,535,1.344,,,,,,,,,,,,,,,,,,
"squat",4,4,"162.5","kgs","","primary,backdown","11/05/2024, 12:03:13","00:02:53.5",0.47,638,0.72,533,1.372,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"220","kgs","","primary,lwu","11/05/2024, 12:03:13","00:41:27.1",0.24,385,0.59,240,1.627,,,,,,,,,,,,,,,,,,
"deadlift",2,1,"245","kgs","","primary,topset","11/05/2024, 12:03:13","00:06:32.2",0.20,390,0.50,188,1.992,,,,,,,,,,,,,,,,,,
"deadlift",2,2,"245","kgs","","primary,topset","11/05/2024, 12:03:13","00:06:32.2",0.21,371,0.54,190,1.719,,,,,,,,,,,,,,,,,,
"deadlift",2,3,"245","kgs","","primary,topset","11/05/2024, 12:03:13","00:06:32.2",0.22,366,0.58,212,1.637,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","11/05/2024, 12:03:13","00:08:48.9",0.23,377,0.57,215,1.62,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","11/05/2024, 12:03:13","00:08:48.9",0.23,361,0.55,175,1.593,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","11/05/2024, 12:03:13","00:08:48.9",0.23,386,0.63,220,1.653,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","11/05/2024, 12:03:13","00:08:48.9",0.24,372,0.59,210,1.574,,,,,,,,,,,,,,,,,,
"bench",1,1,"125","kgs","","tertiary,topset","14/05/2024, 17:30:26","00:00:00",0.23,226,0.33,190,0.989,,,,,,,,,,,,,,,,,,
"bench",1,2,"125","kgs","","tertiary,topset","14/05/2024, 17:30:26","00:00:00",0.22,298,0.33,135,1.333,,,,,,,,,,,,,,,,,,
"bench",1,3,"125","kgs","","tertiary,topset","14/05/2024, 17:30:26","00:00:00",0.16,290,0.30,211,1.811,,,,,,,,,,,,,,,,,,
"close grip bench",1,1,"102.5","kgs","","tertiary,backdown","14/05/2024, 17:30:26","00:03:24.2",0.26,215,0.43,155,0.817,,,,,,,,,,,,,,,,,,
"close grip bench",1,2,"102.5","kgs","","tertiary,backdown","14/05/2024, 17:30:26","00:03:24.2",0.27,251,0.42,119,0.914,,,,,,,,,,,,,,,,,,
"close grip bench",1,3,"102.5","kgs","","tertiary,backdown","14/05/2024, 17:30:26","00:03:24.2",0.30,271,0.46,175,0.892,,,,,,,,,,,,,,,,,,
"close grip bench",1,4,"102.5","kgs","","tertiary,backdown","14/05/2024, 17:30:26","00:03:24.2",0.32,275,0.48,179,0.864,,,,,,,,,,,,,,,,,,
"close grip bench",1,5,"102.5","kgs","","tertiary,backdown","14/05/2024, 17:30:26","00:03:24.2",0.31,254,0.47,174,0.817,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"210","kgs","","backdown,secondary","14/05/2024, 17:30:26","00:37:50.6",0.23,385,0.67,230,1.662,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"210","kgs","","backdown,secondary","14/05/2024, 17:30:26","00:37:50.6",0.26,358,0.64,211,1.363,,,,,,,,,,,,,,,,,,
"deadlift",1,3,"210","kgs","","backdown,secondary","14/05/2024, 17:30:26","00:37:50.6",0.26,366,0.70,224,1.425,,,,,,,,,,,,,,,,,,
"deadlift",1,4,"210","kgs","","backdown,secondary","14/05/2024, 17:30:26","00:37:50.6",0.27,362,0.64,257,1.323,,,,,,,,,,,,,,,,,,
"deadlift",1,5,"210","kgs","","backdown,secondary","14/05/2024, 17:30:26","00:37:50.6",0.24,360,0.64,212,1.481,,,,,,,,,,,,,,,,,,
"deadlift",1,6,"210","kgs","","backdown,secondary","14/05/2024, 17:30:26","00:37:50.6",0.27,363,0.68,220,1.335,,,,,,,,,,,,,,,,,,
"squat",1,1,"120","kgs","","primary,warmup","18/05/2024, 11:53:22","00:00:00",0.65,602,1.10,455,0.922,,,,,,,,,,,,,,,,,,
"squat",1,2,"120","kgs","","primary,warmup","18/05/2024, 11:53:22","00:00:00",0.66,653,1.01,502,0.988,,,,,,,,,,,,,,,,,,
"squat",1,3,"120","kgs","","primary,warmup","18/05/2024, 11:53:22","00:00:00",0.69,707,1.00,560,1.019,,,,,,,,,,,,,,,,,,
"squat",2,1,"170","kgs","","primary,warmup","18/05/2024, 11:53:22","00:01:48.0",0.56,643,0.89,526,1.144,,,,,,,,,,,,,,,,,,
"squat",2,2,"170","kgs","","primary,warmup","18/05/2024, 11:53:22","00:01:48.0",0.54,693,0.74,543,1.284,,,,,,,,,,,,,,,,,,
"squat",3,1,"200","kgs","","primary,lwu","18/05/2024, 11:53:22","00:06:11.4",0.42,619,0.79,497,1.469,,,,,,,,,,,,,,,,,,
"squat",4,1,"210","kgs","6","primary,topset","18/05/2024, 11:53:22","00:08:09.6",0.43,629,0.89,505,1.453,,,,,,,,,,,,,,,,,,
"squat",4,2,"210","kgs","6","primary,topset","18/05/2024, 11:53:22","00:08:09.6",0.39,646,0.71,531,1.649,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/05/2024, 11:53:22","00:06:27.2",0.69,1170,1.45,338,1.7,,,,,,,,,,,,,,,,,,
"squat",1,1,"165","kgs","","primary,backdown","18/05/2024, 11:53:22","00:00:48.0",0.50,584,0.83,473,1.172,,,,,,,,,,,,,,,,,,
"squat",1,2,"165","kgs","","primary,backdown","18/05/2024, 11:53:22","00:00:48.0",0.48,633,0.79,523,1.323,,,,,,,,,,,,,,,,,,
"squat",1,3,"165","kgs","","primary,backdown","18/05/2024, 11:53:22","00:00:48.0",0.51,677,0.78,589,1.335,,,,,,,,,,,,,,,,,,
"squat",1,4,"165","kgs","","primary,backdown","18/05/2024, 11:53:22","00:00:48.0",0.47,651,0.80,531,1.399,,,,,,,,,,,,,,,,,,
"bench",1,1,"150","kgs","","primary,lwu","18/05/2024, 11:53:22","00:45:35.2",0.22,262,0.33,206,1.206,,,,,,,,,,,,,,,,,,
"bench",1,2,"150","kgs","","primary,lwu","18/05/2024, 11:53:22","00:45:35.2",0.23,261,0.32,184,1.138,,,,,,,,,,,,,,,,,,
"bench",2,1,"157.5","kgs","","primary,topset","18/05/2024, 11:53:22","00:06:45.1",0.16,266,0.24,224,1.639,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/05/2024, 11:53:22","00:25:00.7",0.31,376,0.80,218,1.207,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","18/05/2024, 11:53:22","00:25:00.7",0.36,367,0.81,211,1.016,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","18/05/2024, 11:53:22","00:03:16.7",0.25,376,0.67,203,1.507,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"255","kgs","6.5","topset,primary","18/05/2024, 11:53:22","00:05:42.5",0.20,372,0.52,203,1.89,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"255","kgs","6.5","topset,primary","18/05/2024, 11:53:22","00:05:42.5",0.22,358,0.57,185,1.648,,,,,,,,,,,,,,,,,,
"deadlift",1,3,"255","kgs","6.5","topset,primary","18/05/2024, 11:53:22","00:05:42.5",0.23,355,0.56,171,1.53,,,,,,,,,,,,,,,,,,
"squat",1,1,"120","kgs","","primary,warmup","20/05/2024, 15:42:35","00:00:00",0.68,622,1.07,456,0.912,,,,,,,,,,,,,,,,,,
"squat",1,2,"120","kgs","","primary,warmup","20/05/2024, 15:42:35","00:00:00",0.68,626,0.99,443,0.925,,,,,,,,,,,,,,,,,,
"squat",1,3,"120","kgs","","primary,warmup","20/05/2024, 15:42:35","00:00:00",0.66,661,0.92,487,1,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","20/05/2024, 15:42:35","00:02:40.5",0.60,627,0.90,482,1.047,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","20/05/2024, 15:42:35","00:01:56.5",0.26,131,0.53,111,0.499,,,,,,,,,,,,,,,,,,
"squat (pause)",1,1,"185","kgs","","topset,secondary","20/05/2024, 15:42:35","00:02:24.8",0.43,595,0.78,466,1.37,,,,,,,,,,,,,,,,,,
"squat (pause)",1,2,"185","kgs","","topset,secondary","20/05/2024, 15:42:35","00:02:24.8",0.42,612,0.80,490,1.46,,,,,,,,,,,,,,,,,,
"squat (pause)",1,3,"185","kgs","","topset,secondary","20/05/2024, 15:42:35","00:02:24.8",0.46,624,0.80,487,1.356,,,,,,,,,,,,,,,,,,
"squat",1,1,"155","kgs","","secondary,backdown","20/05/2024, 15:42:35","00:03:53.6",0.51,629,0.83,524,1.222,,,,,,,,,,,,,,,,,,
"squat",1,2,"155","kgs","","secondary,backdown","20/05/2024, 15:42:35","00:03:53.6",0.56,626,0.83,496,1.116,,,,,,,,,,,,,,,,,,
"squat",1,3,"155","kgs","","secondary,backdown","20/05/2024, 15:42:35","00:03:53.6",0.54,664,0.76,530,1.241,,,,,,,,,,,,,,,,,,
"squat",1,4,"155","kgs","","secondary,backdown","20/05/2024, 15:42:35","00:03:53.6",0.55,662,0.78,547,1.21,,,,,,,,,,,,,,,,,,
"squat",2,1,"155","kgs","","backdown,secondary","20/05/2024, 15:42:35","00:03:12.9",0.56,623,0.86,511,1.112,,,,,,,,,,,,,,,,,,
"squat",2,2,"155","kgs","","backdown,secondary","20/05/2024, 15:42:35","00:03:12.9",0.55,660,0.84,550,1.193,,,,,,,,,,,,,,,,,,
"squat",2,3,"155","kgs","","backdown,secondary","20/05/2024, 15:42:35","00:03:12.9",0.54,653,0.81,520,1.212,,,,,,,,,,,,,,,,,,
"squat",2,4,"155","kgs","","backdown,secondary","20/05/2024, 15:42:35","00:03:12.9",0.56,644,0.92,511,1.16,,,,,,,,,,,,,,,,,,
"squat",3,1,"155","kgs","","backdown,secondary","20/05/2024, 15:42:35","00:04:26.0",0.55,588,0.83,466,1.077,,,,,,,,,,,,,,,,,,
"squat",3,2,"155","kgs","","backdown,secondary","20/05/2024, 15:42:35","00:04:26.0",0.55,641,0.81,517,1.161,,,,,,,,,,,,,,,,,,
"squat",3,3,"155","kgs","","backdown,secondary","20/05/2024, 15:42:35","00:04:26.0",0.53,658,0.75,535,1.248,,,,,,,,,,,,,,,,,,
"squat",3,4,"155","kgs","","backdown,secondary","20/05/2024, 15:42:35","00:04:26.0",0.51,620,0.72,507,1.217,,,,,,,,,,,,,,,,,,
"squat",1,1,"170","kgs","","primary,warmup","25/05/2024, 12:08:04","00:00:00",0.62,1158,1.50,464,1.855,,,,,,,,,,,,,,,,,,
"squat",1,2,"170","kgs","","primary,warmup","25/05/2024, 12:08:04","00:00:00",0.52,616,0.80,506,1.181,,,,,,,,,,,,,,,,,,
"squat",1,3,"170","kgs","","primary,warmup","25/05/2024, 12:08:04","00:00:00",0.51,611,0.79,489,1.207,,,,,,,,,,,,,,,,,,
"squat",2,1,"200","kgs","","primary,lwu","25/05/2024, 12:08:04","00:04:07.2",0.41,603,0.73,509,1.47,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","25/05/2024, 12:08:04","00:03:35.3",0.67,985,1.36,233,1.468,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","25/05/2024, 12:08:04","00:03:35.3",0.17,176,0.31,61,1.006,,,,,,,,,,,,,,,,,,
"squat",1,1,"220","kgs","8.5","primary,topset","25/05/2024, 12:08:04","00:02:06.8",0.34,560,0.65,489,1.644,,,,,,,,,,,,,,,,,,
"squat",1,2,"220","kgs","8.5","primary,topset","25/05/2024, 12:08:04","00:02:06.8",0.27,619,0.60,542,2.292,,,,,,,,,,,,,,,,,,
"squat",2,1,"167.5","kgs","","primary,backdown","25/05/2024, 12:08:04","00:12:51.3",0.49,569,0.79,472,1.17,,,,,,,,,,,,,,,,,,
"squat",2,2,"167.5","kgs","","primary,backdown","25/05/2024, 12:08:04","00:12:51.3",0.48,593,0.77,472,1.247,,,,,,,,,,,,,,,,,,
"squat",2,3,"167.5","kgs","","primary,backdown","25/05/2024, 12:08:04","00:12:51.3",0.45,597,0.73,487,1.327,,,,,,,,,,,,,,,,,,
"squat",2,4,"167.5","kgs","","primary,backdown","25/05/2024, 12:08:04","00:12:51.3",0.45,631,0.74,506,1.398,,,,,,,,,,,,,,,,,,
"bench",1,1,"160","kgs","6.5","primary,topset","25/05/2024, 12:08:04","01:01:06.2",0.21,257,0.28,120,1.227,,,,,,,,,,,,,,,,,,
"bench",1,2,"160","kgs","6.5","primary,topset","25/05/2024, 12:08:04","01:01:06.2",0.21,258,0.27,131,1.224,,,,,,,,,,,,,,,,,,
"bench",2,1,"165","kgs","","primary,topset","25/05/2024, 12:08:04","00:06:34.8",0.15,229,0.23,190,1.49,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"170","kgs","","primary,warmup","25/05/2024, 12:08:04","00:30:25.2",0.29,386,0.76,208,1.317,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"170","kgs","","primary,warmup","25/05/2024, 12:08:04","00:30:25.2",0.35,372,0.77,243,1.046,,,,,,,,,,,,,,,,,,
"deadlift",2,1,"220","kgs","","primary,warmup","25/05/2024, 12:08:04","00:02:38.2",0.22,386,0.64,216,1.726,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","25/05/2024, 12:08:04","00:04:30.9",0.19,379,0.56,247,1.961,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","25/05/2024, 12:08:04","00:04:30.9",2.34,159,4.23,10,0.068,,,,,,,,,,,,,,,,,,
"squat",1,1,"120","kgs","","secondary,warmup","27/05/2024, 10:42:28","00:00:00",0.54,555,0.85,411,1.027,,,,,,,,,,,,,,,,,,
"squat",1,2,"120","kgs","","secondary,warmup","27/05/2024, 10:42:28","00:00:00",0.55,577,0.80,444,1.056,,,,,,,,,,,,,,,,,,
"squat",1,3,"120","kgs","","secondary,warmup","27/05/2024, 10:42:28","00:00:00",0.62,616,0.96,480,0.99,,,,,,,,,,,,,,,,,,
"squat",2,1,"150","kgs","","secondary,lwu","27/05/2024, 10:42:28","00:01:51.4",0.53,599,0.85,480,1.139,,,,,,,,,,,,,,,,,,
"squat (pause)",1,1,"172.5","kgs","","secondary,topset","27/05/2024, 10:42:28","00:10:11.1",0.46,611,0.83,481,1.324,,,,,,,,,,,,,,,,,,
"squat (pause)",1,2,"172.5","kgs","","secondary,topset","27/05/2024, 10:42:28","00:10:11.1",0.45,625,0.84,491,1.399,,,,,,,,,,,,,,,,,,
"squat (pause)",1,3,"172.5","kgs","","secondary,topset","27/05/2024, 10:42:28","00:10:11.1",0.44,638,0.78,516,1.457,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","27/05/2024, 10:42:28","00:03:29.5",0.49,574,0.80,459,1.165,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","27/05/2024, 10:42:28","00:03:29.5",0.47,587,0.79,468,1.242,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","27/05/2024, 10:42:28","00:03:29.5",0.43,598,0.76,490,1.376,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","27/05/2024, 10:42:28","00:03:29.5",0.41,606,0.75,491,1.49,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","27/05/2024, 10:42:28","00:03:57.4",0.48,559,0.82,439,1.169,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","27/05/2024, 10:42:28","00:03:57.4",0.45,594,0.84,475,1.321,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","27/05/2024, 10:42:28","00:03:57.4",0.44,634,0.80,514,1.448,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","27/05/2024, 10:42:28","00:03:57.4",0.41,629,0.79,506,1.521,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","27/05/2024, 10:42:28","00:04:36.9",0.51,615,0.91,493,1.207,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","27/05/2024, 10:42:28","00:04:36.9",0.53,636,0.95,496,1.211,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","27/05/2024, 10:42:28","00:04:36.9",0.43,594,0.90,485,1.388,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","27/05/2024, 10:42:28","00:04:36.9",0.50,637,0.91,512,1.265,,,,,,,,,,,,,,,,,,
"squat",1,1,"120","kgs","","primary,warmup","01/06/2024, 14:26:15","00:00:00",0.56,560,0.97,428,1.002,,,,,,,,,,,,,,,,,,
"squat",1,2,"120","kgs","","primary,warmup","01/06/2024, 14:26:15","00:00:00",0.58,604,0.94,470,1.038,,,,,,,,,,,,,,,,,,
"squat",1,3,"120","kgs","","primary,warmup","01/06/2024, 14:26:15","00:00:00",0.61,639,0.94,505,1.05,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","01/06/2024, 14:26:15","00:03:01.2",0.46,608,0.71,496,1.325,,,,,,,,,,,,,,,,,,
"squat",1,1,"197.5","kgs","6","primary,topset","01/06/2024, 14:26:15","00:06:23.3",0.41,581,0.69,488,1.419,,,,,,,,,,,,,,,,,,
"squat",1,2,"197.5","kgs","6","primary,topset","01/06/2024, 14:26:15","00:06:23.3",0.37,625,0.61,528,1.677,,,,,,,,,,,,,,,,,,
"squat",2,1,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:06:03.4",0.51,574,0.79,469,1.115,,,,,,,,,,,,,,,,,,
"squat",2,2,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:06:03.4",0.49,615,0.76,496,1.249,,,,,,,,,,,,,,,,,,
"squat",2,3,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:06:03.4",0.47,636,0.71,528,1.363,,,,,,,,,,,,,,,,,,
"squat",2,4,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:06:03.4",0.43,616,0.70,512,1.44,,,,,,,,,,,,,,,,,,
"squat",3,1,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:04:21.9",0.49,611,0.75,501,1.257,,,,,,,,,,,,,,,,,,
"squat",3,2,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:04:21.9",0.50,634,0.75,519,1.26,,,,,,,,,,,,,,,,,,
"squat",3,3,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:04:21.9",0.48,631,0.73,517,1.322,,,,,,,,,,,,,,,,,,
"squat",3,4,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:04:21.9",0.47,666,0.74,551,1.422,,,,,,,,,,,,,,,,,,
"squat",4,1,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:04:44.1",0.53,605,0.83,488,1.151,,,,,,,,,,,,,,,,,,
"squat",4,2,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:04:44.1",0.52,638,0.79,522,1.224,,,,,,,,,,,,,,,,,,
"squat",4,3,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:04:44.1",0.50,654,0.78,547,1.3,,,,,,,,,,,,,,,,,,
"squat",4,4,"162.5","kgs","","primary,backdown","01/06/2024, 14:26:15","00:04:44.1",0.49,657,0.74,538,1.328,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","01/06/2024, 14:26:15","00:20:48.9",0.12,267,0.26,139,2.193,,,,,,,,,,,,,,,,,,
"bench",1,1,"147.5","kgs","","primary","01/06/2024, 14:26:15","00:04:19.4",0.22,229,0.35,179,1.035,,,,,,,,,,,,,,,,,,
"bench",1,2,"147.5","kgs","","primary","01/06/2024, 14:26:15","00:04:19.4",0.21,225,0.31,147,1.091,,,,,,,,,,,,,,,,,,
"bench",2,1,"155","kgs","","primary","01/06/2024, 14:26:15","00:07:37.4",0.16,245,0.26,128,1.535,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","01/06/2024, 14:26:15","00:09:25.6",0.23,234,0.37,156,0.999,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","01/06/2024, 14:26:15","00:09:25.6",0.28,255,0.38,153,0.9,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","01/06/2024, 14:26:15","00:09:25.6",0.27,279,0.36,171,1.038,,,,,,,,,,,,,,,,,,
null,1,4,null,"kgs","","","01/06/2024, 14:26:15","00:09:25.6",0.16,303,0.29,96,1.904,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","01/06/2024, 14:26:15","00:14:58.6",0.29,395,0.74,258,1.377,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","01/06/2024, 14:26:15","00:14:58.6",0.34,378,0.79,206,1.11,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","03/06/2024, 18:45:34","00:00:00",0.66,597,0.99,441,0.91,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","03/06/2024, 18:45:34","00:00:00",0.64,622,0.93,482,0.973,,,,,,,,,,,,,,,,,,
null,1,3,null,"kgs","","","03/06/2024, 18:45:34","00:00:00",0.69,662,0.98,518,0.961,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","03/06/2024, 18:45:34","00:02:24.4",0.61,633,0.86,505,1.039,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","03/06/2024, 18:45:34","00:02:24.4",0.62,643,0.89,497,1.039,,,,,,,,,,,,,,,,,,
